"path","api_class","with_http_info","request_model","response_model","note","implemented","request_strong","response_strong"
"/v1/out_quest_live/grade_challenge/get_quest_list","IOutQuestLiveGradeChallengeApi","OutQuestLiveGradeChallengeGetQuestListWithHttpInfo","GradeChallengeGetQuestListRequest","GradeChallengeGetQuestListResponse","","","",""
"/v1/out_quest_live/grade_challenge/get_ranking_list","IOutQuestLiveGradeChallengeApi","OutQuestLiveGradeChallengeGetRankingListWithHttpInfo","GradeChallengeGetRankingListRequest","GradeChallengeGetRankingListResponse","","","",""
"/v1/out_quest_live/grade_challenge/get_result","IOutQuestLiveGradeChallengeApi","OutQuestLiveGradeChallengeGetResultWithHttpInfo","GradeChallengeGetResultRequest","GradeChallengeGetResultResponse","","","",""
"/v1/out_quest_live/grand_prix/get_history","IOutQuestLiveGrandPrixApi","OutQuestLiveGrandPrixGetHistoryWithHttpInfo","GrandPrixGetHistoryRequest","GrandPrixGetHistoryResponse","","","",""
"/v1/out_quest_live/grand_prix/get_ranking_list","IOutQuestLiveGrandPrixApi","OutQuestLiveGrandPrixGetRankingListWithHttpInfo","GrandPrixGetRankingListRequest","GrandPrixGetRankingListResponse","","","",""
"/v1/out_quest_live/grand_prix/get_result","IOutQuestLiveGrandPrixApi","OutQuestLiveGrandPrixGetResultWithHttpInfo","GrandPrixGetResultRequest","GrandPrixGetResultResponse","","","",""
"/v1/out_quest_live/grand_prix/get_stage_data","IOutQuestLiveGrandPrixApi","OutQuestLiveGrandPrixGetStageDataWithHttpInfo","GrandPrixGetStageDataRequest","GrandPrixGetStageDataResponse","","","",""
"/v1/out_quest_live/grand_prix/get_stage_list","IOutQuestLiveGrandPrixApi","OutQuestLiveGrandPrixGetStageListWithHttpInfo","GrandPrixGetStageListRequest","GrandPrixGetStageListResponse","","","",""
"/v1/out_quest_live/grand_prix/get_stage_select","IOutQuestLiveGrandPrixApi","OutQuestLiveGrandPrixGetStageSelectWithHttpInfo","GrandPrixGetStageSelectRequest","GrandPrixGetStageSelectResponse","","","",""
"/v1/out_quest_live/grand_prix/get_top_info","IOutQuestLiveGrandPrixApi","OutQuestLiveGrandPrixGetTopInfoWithHttpInfo","GrandPrixGetTopInfoRequest","GrandPrixGetTopInfoResponse","","","",""
"/v1/out_quest_live/music_learning/get_music_select","IOutQuestLiveMusicLearningApi","OutQuestLiveMusicLearningGetMusicSelectWithHttpInfo","","GetMusicSelectResponse","","","",""
"/v1/out_quest_live/music_learning/get_result","IOutQuestLiveMusicLearningApi","OutQuestLiveMusicLearningGetResultWithHttpInfo","MusicLearningGetResultRequest","MusicLearningGetResultResponse","","","",""
"/v1/out_quest_live/music_learning/set_music","IOutQuestLiveMusicLearningApi","OutQuestLiveMusicLearningSetMusicWithHttpInfo","MusicLearningSetMusicRequest","MusicLearningSetMusicResponse","","","",""
"/v1/out_quest_live/raid_event/get_result","IOutQuestLiveRaidEventApi","OutQuestLiveRaidEventGetResultWithHttpInfo","RaidEventGetResultRequest","RaidEventGetResultResponse","","","",""
"/v1/out_quest_live/raid_event/get_stage_data","IOutQuestLiveRaidEventApi","OutQuestLiveRaidEventGetStageDataWithHttpInfo","RaidEventGetStageDataRequest","RaidEventGetStageDataResponse","","","",""
"/v1/out_quest_live/raid_event/get_stage_list","IOutQuestLiveRaidEventApi","OutQuestLiveRaidEventGetStageListWithHttpInfo","RaidEventGetStageListRequest","RaidEventGetStageListResponse","","","",""
"/v1/out_quest_live/raid_event/get_stamina_recovery_info","IOutQuestLiveRaidEventApi","OutQuestLiveRaidEventGetStaminaRecoveryInfoWithHttpInfo","RaidEventGetStaminaRecoveryInfoRequest","RaidEventGetStaminaRecoveryInfoResponse","","","",""
"/v1/out_quest_live/raid_event/get_top_info","IOutQuestLiveRaidEventApi","OutQuestLiveRaidEventGetTopInfoWithHttpInfo","RaidEventGetTopInfoRequest","RaidEventGetTopInfoResponse","","","",""
"/v1/out_quest_live/raid_event/recovery_stamina","IOutQuestLiveRaidEventApi","OutQuestLiveRaidEventRecoveryStaminaWithHttpInfo","RaidEventRecoveryStaminaRequest","RaidEventRecoveryStaminaResponse","","","",""
"/v1/out_quest_live/raid_event/set_join_message","IOutQuestLiveRaidEventApi","OutQuestLiveRaidEventSetJoinMessageWithHttpInfo","RaidEventSetJoinMessageRequest","json::Value","","","",""
"/v1/out_quest_live/raid_event/set_reward","IOutQuestLiveRaidEventApi","OutQuestLiveRaidEventSetRewardWithHttpInfo","RaidEventSetRewardRequest","RaidEventSetRewardResponse","","","",""
"/v1/out_quest_live/recovery_stamina","IOutQuestLiveApi","OutQuestLiveRecoveryStaminaWithHttpInfo","RecoveryStaminaRequest","RecoveryStaminaResponse","","","",""
"/v1/out_quest_live/set_live_setting","IOutQuestLiveApi","OutQuestLiveSetLiveSettingWithHttpInfo","SetLiveSettingRequest","GetLiveInfoResponse","","","",""
"/v1/out_quest_live/standard/get_area_select","IOutQuestLiveApi","OutQuestLiveGetAreaSelectWithHttpInfo","","GetAreaSelectResponse","","","",""
"/v1/out_quest_live/standard/get_stage_data","IOutQuestLiveApi","OutQuestLiveGetStageDataWithHttpInfo","GetStageDataRequest","GetStageDataResponse","","","",""
"/v1/out_quest_live/standard/get_stage_select","IOutQuestLiveApi","OutQuestLiveGetStageSelectWithHttpInfo","GetStageSelectRequest","GetStageSelectResponse","","","",""
"/v1/out_quest_live/standard/set_area_select_view_hist","IOutQuestLiveApi","SetAreaSelectViewHistWithHttpInfo","","json::Value","","","",""
"/v1/petal_exchange/get_list","IPetalExchangeApi","PetalExchangeGetListWithHttpInfo","","PetalExchangeGetListResponse","","","",""
"/v1/petal_exchange/set_purchase","IPetalExchangeApi","PetalExchangeSetPurchaseWithHttpInfo","PetalExchangeSetPurchaseRequest","PetalExchangeSetPurchaseResponse","","","",""
"/v1/present_box/get_history","IPresentBoxApi","PresentBoxGetHistoryWithHttpInfo","PresentBoxGetHistoryRequest","PresentBoxGetHistoryResponse","","","",""
"/v1/present_box/get_list","IPresentBoxApi","PresentBoxGetListWithHttpInfo","PresentBoxGetListRequest","PresentBoxGetListResponse","","","",""
"/v1/present_box/item_detail","IPresentBoxApi","PresentBoxItemDetailWithHttpInfo","PresentBoxItemDetailRequest","PresentBoxItemDetailResponse","","","",""
"/v1/present_box/set_item","IPresentBoxApi","PresentBoxSetItemWithHttpInfo","PresentBoxSetItemRequest","PresentBoxSetItemResponse","","","",""
"/v1/present_box/set_item_all","IPresentBoxApi","PresentBoxSetItemAllWithHttpInfo","PresentBoxSetItemAllRequest","PresentBoxSetItemAllResponse","","","",""
"/v1/profile/delete_my_design","IProfileApi","ProfileDeleteMyDesignWithHttpInfo","ProfileDeleteMyDesignRequest","ProfileDeleteMyDesignResponse","","","",""
"/v1/profile/get_fan_level_info","IProfileApi","ProfileGetFanLevelInfoWithHttpInfo","ProfileGetFanLevelInfoRequest","ProfileGetFanLevelInfoResponse","","","",""
"/v1/profile/get_info","IProfileApi","ProfileGetInfoWithHttpInfo","ProfileGetInfoRequest","ProfileGetInfoResponse","","","",""
"/v1/profile/get_mute_list","IProfileApi","ProfileGetMuteListWithHttpInfo","","ProfileGetMuteListResponse","","","",""
"/v1/profile/get_my_design_card_list","IProfileApi","ProfileGetMyDesignCardListWithHttpInfo","","ProfileGetMyDesignCardListResponse","","","",""
"/v1/profile/get_my_design_icon","IProfileApi","ProfileGetMyDesignIconWithHttpInfo","ProfileGetMyDesignIconRequest","ProfileGetMyDesignIconResponse","","","",""
"/v1/profile/get_my_design_icon_list","IProfileApi","ProfileGetMyDesignIconListWithHttpInfo","","ProfileGetMyDesignIconListResponse","","","",""
"/v1/profile/get_profile_card","IProfileApi","ProfileGetProfileCardWithHttpInfo","","ProfileGetProfileCardResponse","","","",""
"/v1/profile/get_profile_icon","IProfileApi","ProfileGetProfileIconWithHttpInfo","","ProfileGetProfileIconResponse","","","",""
"/v1/profile/set_birthday","IProfileApi","ProfileSetBirthdayWithHttpInfo","ProfileSetBirthdayRequest","ProfileSetBirthdayResponse","","","",""
"/v1/profile/set_comment","IProfileApi","ProfileSetCommentWithHttpInfo","ProfileSetCommentRequest","ProfileSetCommentResponse","","","",""
"/v1/profile/set_mute","IProfileApi","ProfileSetMuteWithHttpInfo","ProfileSetMuteRequest","ProfileSetMuteResponse","","","",""
"/v1/profile/set_mute_cancel","IProfileApi","ProfileSetMuteCancelWithHttpInfo","ProfileSetMuteCancelRequest","ProfileSetMuteCancelResponse","","","",""
"/v1/profile/set_my_design_card","IProfileApi","ProfileSetMyDesignCardWithHttpInfo","ProfileSetMyDesignCardRequest","ProfileSetMyDesignCardResponse","","","",""
"/v1/profile/set_my_design_icon","IProfileApi","ProfileSetMyDesignIconWithHttpInfo","ProfileSetMyDesignIconRequest","ProfileSetMyDesignIconResponse","","","",""
"/v1/profile/set_my_design_name","IProfileApi","ProfileSetMyDesignNameWithHttpInfo","ProfileSetMyDesignNameRequest","ProfileSetMyDesignNameResponse","","","",""
"/v1/profile/set_name","IProfileApi","ProfileSetNameWithHttpInfo","ProfileSetNameRequest","ProfileSetNameResponse","","","",""
"/v1/profile/set_profile_card","IProfileApi","ProfileSetProfileCardWithHttpInfo","ProfileSetProfileCardRequest","ProfileSetProfileCardResponse","","","",""
"/v1/profile/set_profile_icon","IProfileApi","ProfileSetProfileIconWithHttpInfo","ProfileSetProfileIconRequest","ProfileSetProfileIconResponse","","","",""
"/v1/profile/set_report","IProfileApi","ProfileSetReportWithHttpInfo","ProfileSetReportRequest","ProfileSetReportResponse","","","",""
"/v1/profile/use_fanlevel_point_stocks","IProfileApi","ProfileUseFanLevelPointStocksWithHttpInfo","ProfileUseFanLevelPointStocksRequest","ProfileUseFanLevelPointStocksResponse","","","",""
"/v1/register/approve_terms","IRegisterApi","RegisterApproveTermsWithHttpInfo","RegisterApproveTermsRequest","RegisterApproveTermsResponse","","","",""
"/v1/register/get_terms","IRegisterApi","RegisterGetTermsWithHttpInfo","","RegisterGetTermsResponse","","","",""
"/v1/register/set_approve_terms","IRegisterApi","RegisterSetApproveTermsWithHttpInfo","","json::Value","","","",""
"/v1/register/set_new_user","IRegisterApi","RegisterSetNewUserWithHttpInfo","RegisterSetNewUserRequest","RegisterSetNewUserResponse","","","",""
"/v1/register/set_user_data","IRegisterApi","RegisterSetUserDataWithHttpInfo","RegisterSetUserDataRequest","RegisterSetUserDataResponse","","","",""
"/v1/rhythm_game/home","IRhythmGameApi","RhythmGameHomeWithHttpInfo","","RhythmGameHomeGetResponse","","","",""
"/v1/rhythm_game/receive_class_mission","IRhythmGameApi","RhythmGameReceiveClassMissionWithHttpInfo","RhythmGameReceiveClassMissionRequest","RhythmGameReceiveClassMissionResponse","","","",""
"/v1/rhythm_game/receive_total_mission","IRhythmGameApi","RhythmGameReceiveTotalMissionWithHttpInfo","","RhythmGameReceiveTotalMissionResponse","","","",""
"/v1/rhythm_game/set_music","IRhythmGameApi","RhythmGameSetMusicWithHttpInfo","RhythmGameSetMusicRequest","RhythmGameSetMusicResponse","","","",""
"/v1/rhythm_game_deck/modify_deck_list","IRhythmGameDeckApi","RhythmGameDeckModifyDeckListWithHttpInfo","RhythmGameDeckModifyDeckListRequest","json::Value","","","",""
"/v1/rhythm_game_deck/set_deck_name","IRhythmGameDeckApi","RhythmGameDeckSetDeckNameWithHttpInfo","RhythmGameDeckSetDeckNameRequest","json::Value","","","",""
"/v1/rhythm_game_deck/set_reset_deck","IRhythmGameDeckApi","RhythmGameDeckSetResetDeckWithHttpInfo","RhythmGameDeckSetResetRequest","json::Value","","","",""
"/v1/rhythm_game_grand_prix/set_center","IRhythmGameGrandPrixApi","RhythmGameGrandPrixSetCenterWithHttpInfo","RhythmGameGrandPrixSetCenterRequest","RhythmGameGrandPrixSetCenterResponse","","","",""
"/v1/rhythm_game_grand_prix/set_deck","IRhythmGameGrandPrixApi","RhythmGameGrandPrixSetDeckWithHttpInfo","RhythmGameGrandPrixSetDeckRequest","RhythmGameGrandPrixSetDeckResponse","","","",""
"/v1/rhythm_game_grand_prix/set_finish_live","IRhythmGameGrandPrixApi","RhythmGameGrandPrixSetFinishLiveWithHttpInfo","RhythmGameGrandPrixSetFinishLiveRequest","RhythmGameGrandPrixSetFinishLiveResponse","","","",""
"/v1/rhythm_game_grand_prix/set_position","IRhythmGameGrandPrixApi","RhythmGameGrandPrixSetPositionWithHttpInfo","RhythmGameGrandPrixSetPositionRequest","RhythmGameGrandPrixSetPositionResponse","","","",""
"/v1/rhythm_game_grand_prix/set_reset","IRhythmGameGrandPrixApi","RhythmGameGrandPrixSetResetWithHttpInfo","RhythmGameGrandPrixSetResetRequest","json::Value","","","",""
"/v1/rhythm_game_grand_prix/set_retire_live","IRhythmGameGrandPrixApi","RhythmGameGrandPrixSetRetireLiveWithHttpInfo","","json::Value","","","",""
"/v1/rhythm_game_grand_prix/set_start_live","IRhythmGameGrandPrixApi","RhythmGameGrandPrixSetStartLiveWithHttpInfo","RhythmGameGrandPrixSetStartLiveRequest","json::Value","","","",""
"/v1/rhythm_game_grand_prix/top","IRhythmGameGrandPrixApi","RhythmGameGrandPrixTopWithHttpInfo","RhythmGameGrandPrixTopRequest","RhythmGameGrandPrixTopResponse","","","",""
"/v1/rhythm_game_live/set_finish","IRhythmGameLiveApi","RhythmGameLiveSetFinishWithHttpInfo","RhythmGameLiveSetFinishRequest","RhythmGameLiveSetFinishResponse","","","",""
"/v1/rhythm_game_live/set_retire","IRhythmGameLiveApi","RhythmGameLiveSetRetireWithHttpInfo","","json::Value","","","",""
"/v1/rhythm_game_live/set_start","IRhythmGameLiveApi","RhythmGameLiveSetStartWithHttpInfo","RhythmGameLiveSetStartRequest","json::Value","","","",""
"/v1/select_ticket_exchange/get_list","ISelectTicketExchangeApi","SelectTicketExchangeGetListWithHttpInfo","","SelectTicketExchangeGetListResponse","","","",""
"/v1/serial_code/set_exchange","ISerialCodeApi","SerialCodeSetExchangeWithHttpInfo","SetExchangeRequest","SetExchangeResponse","","","",""
"/v1/shop/check_purchase","IShopApi","ShopCheckPurchaseWithHttpInfo","ShopCheckPurchaseRequest","json::Value","","","",""
"/v1/shop/get_list","IShopApi","ShopGetListWithHttpInfo","","ShopGetListResponse","","","",""
"/v1/sisca_store/get_list","ISiscaStoreApi","SiscaStoreGetListWithHttpInfo","","SiscaStoreGetListResponse","","","",""
"/v1/sisca_store/set_purchase","ISiscaStoreApi","SiscaStoreSetPurchaseWithHttpInfo","SiscaStoreSetPurchaseRequest","SiscaStoreSetPurchaseResponse","","","",""
"/v1/step_up_beginner_mission/get_list","IMissionApi","StepUpBeginnerMissionGetListWithHttpInfo","","StepUpBeginnerMissionGetListResponse","","","",""
"/v1/step_up_beginner_mission/set_reward","IMissionApi","StepUpBeginnerMissionSetRewardWithHttpInfo","StepUpBeginnerMissionSetRewardRequest","StepUpBeginnerMissionSetRewardResponse","","","",""
"/v1/sticker_exchange/get_list","IStickerExchangeApi","StickerExchangeGetListWithHttpInfo","","StickerExchangeGetListResponse","","","",""
"/v1/sticker_exchange/set_purchase","IStickerExchangeApi","StickerExchangeSetPurchaseWithHttpInfo","StickerExchangeSetPurchaseRequest","StickerExchangeSetPurchaseResponse","","","",""
"/v1/tutorial/set_step","ITutorialApi","TutorialSetStepWithHttpInfo","TutorialSetStepRequest","TutorialSetStepResponse","","","",""
"/v1/user/card/check_evolution","IUserApi","UserCardCheckEvolutionWithHttpInfo","CheckEvolutionRequest","CheckEvolutionResponse","","","",""
"/v1/user/card/check_limit_break","IUserApi","UserCardCheckLimitBreakWithHttpInfo","CheckLimitBreakRequest","CheckLimitBreakResponse","","","",""
"/v1/user/card/check_skill_level_up","IUserApi","UserCardCheckSkillLevelUpWithHttpInfo","CheckSkillLevelUpRequest","CheckSkillLevelUpResponse","","","",""
"/v1/user/card/check_style_level_up","IUserApi","UserCardCheckStyleLevelUpWithHttpInfo","CheckStyleLevelUpRequest","CheckStyleLevelUpResponse","","","",""
"/v1/user/card/evolution","IUserApi","UserCardEvolutionWithHttpInfo","EvolutionRequest","EvolutionResponse","","","",""
"/v1/user/card/get_detail","IUserApi","UserCardGetDetailWithHttpInfo","GetDetailRequest","GetDetailResponse","","","",""
"/v1/user/card/get_detail_rental","IUserApi","UserCardGetDetailRentalWithHttpInfo","GetDetailRentalRequest","GetDetailRentalResponse","","","",""
"/v1/user/card/get_list","IUserApi","UserCardGetListWithHttpInfo","CardGetListRequest","CardGetListResponse","","","",""
"/v1/user/card/limit_break","IUserApi","UserCardLimitBreakWithHttpInfo","LimitBreakRequest","LimitBreakResponse","","","",""
"/v1/user/card/rhythm_game_skill_level_up","IUserApi","UserCardRhythmGameSkillLevelUpWithHttpInfo","RhythmGameSkillLevelUpRequest","RhythmGameSkillLevelUpResponse","","","",""
"/v1/user/card/skill_level_up","IUserApi","UserCardSkillLevelUpWithHttpInfo","SkillLevelUpRequest","SkillLevelUpResponse","","","",""
"/v1/user/card/style_level_up","IUserApi","UserCardStyleLevelUpWithHttpInfo","StyleLevelUpRequest","StyleLevelUpResponse","","","",""
"/v1/user/deck/get_card_list","IUserApi","UserDeckGetCardListWithHttpInfo","DeckGetCardListRequest","DeckGetCardListResponse","","","",""
"/v1/user/deck/get_list","IUserApi","UserDeckGetListWithHttpInfo","","DeckGetListResponse","","","",""
"/v1/user/deck/modify_deck_list","IUserApi","UserDeckModifyDeckListWithHttpInfo","DeckModifyDeckListRequest","DeckModifyDeckListResponse","","","",""
"/v1/user/deck/notify_auto_deck","IUserApi","UserDeckNotifyAutoDeckWithHttpInfo","","json::Value","","","",""
"/v1/user/deck/remove_side_style","IUserApi","UserDeckRemoveSideStyleWithHttpInfo","DeckRemoveSideStyleRequest","DeckRemoveSideStyleResponse","","","",""
"/v1/user/deck/set_copy_deck","IUserApi","UserDeckSetCopyDeckWithHttpInfo","DeckSetCopyDeckRequest","DeckSetCopyDeckResponse","","","",""
"/v1/user/deck/set_deck","IUserApi","UserDeckSetDeckWithHttpInfo","DeckSetCreateRequest","DeckSetCreateResponse","","","",""
"/v1/user/deck/set_delete_deck","IUserApi","UserDeckSetDeleteDeckWithHttpInfo","DeckSetDeleteRequest","DeckSetDeleteResponse","","","",""
"/v1/user/deck/set_position","IUserApi","UserDeckSetPositionWithHttpInfo","DeckSetPositionRequest","DeckSetPositionResponse","","","",""
"/v1/user/deck/set_side_style","IUserApi","UserDeckSetSideStyleWithHttpInfo","DeckSetSideStyleRequest","DeckSetSideStyleResponse","","","",""
"/v1/user/item/get_detail","IUserApi","UserItemGetDetailWithHttpInfo","UserItemGetDetailRequest","UserItemGetDetailResponse","","","",""
"/v1/user/items/get_list","IUserApi","UserItemGetListWithHttpInfo","","UserItemGetListResponse","","","",""
"/v1/user/jewel/get_history","IUserApi","UserJewelGetHistoryWithHttpInfo","","UserJewelGetHistoryResponse","","","",""
"/v1/user/login","IUserApi","UserLoginWithHttpInfo","UserLoginRequest","UserLoginResponse","","","",""
"/v1/user/push/device","IUserApi","UserPushDevicePutWithHttpInfo","UserPushDevicePutRequest","json::Value","","","",""
"/v1/user/push/devices","IUserApi","UserPushDevicesPostWithHttpInfo","UserPushDevicesPostRequest","json::Value","","","",""
"/v1/user/set_contents_release_effect_history","IUserApi","UserSetContentsReleaseEffectHistoryWithHttpInfo","UserSetContentsReleaseEffectHistoryRequest","UserSetContentsReleaseEffectHistoryResponse","","","",""
"/v1/user/set_simple_tutorial_finish","IUserApi","UserSetSimpleTutorialFinishWithHttpInfo","UserSetSimpleTutorialFinishRequest","json::Value","","","",""
"/v1/webview/gacha/get_detail","IWebviewApi","WebviewGachaGetDetailWithHttpInfo","int? gachaSeriesId","GetGachaDetailResponse","","","",""
"/v1/webview/gacha/get_select_card_list","IWebviewApi","WebviewGachaGetSelectCardListWithHttpInfo","int? selectTicketSeriesId","GetSelectCardListResponse","","","",""
"/v1/webview/live/enter","IWebviewLiveApi","WebviewLiveEnterWithHttpInfo","WebviewLiveEnterRequest","WebviewLiveEnterResponse","","","",""
"/v1/webview/live/live_info","IWebviewLiveApi","WebviewLiveLiveInfoWithHttpInfo","WebviewLiveInfoRequest","WebviewLiveInfoResponse","","","",""
"/v1/webview/live/login","IWebviewLiveApi","WebviewLiveLoginWithHttpInfo","WebviewLiveLoginRequest","WebviewLiveLoginResponse","","","",""
"/v1/webview/school_idol_connect_post/get_theme_list","IWebviewApi","WebviewSchoolIdolConnectPostGetThemeListWithHttpInfo","","List<GetThemeListResponseInner>","","","",""
"/v1/webview/shop/get_membership_perk_detail","IWebviewApi","WebviewShopMembershipPerkDetailWithHttpInfo","int? membershipId","GetMembershipPerkDetailResponse","","","",""
"/v1/withlive/comment","IWithliveApi","WithliveCommentWithHttpInfo","WithliveCommentRequest","WithliveCommentResponse","","","",""
"/v1/withlive/connect_token","IWithliveApi","WithliveConnectTokenWithHttpInfo","LiveConnectTokenRequest","LiveConnectTokenResponse","","","",""
"/v1/withlive/enquetes/answer","IWithliveApi","WithliveEnqueteAnswerWithHttpInfo","WithliveEnqueteAnswerRequest","WithliveEnqueteAnswerResponse","","","",""
"/v1/withlive/enter","IWithliveApi","WithliveEnterWithHttpInfo","WithliveEnterRequest","WithliveEnterResponse","","","",""
"/v1/withlive/get_gift_shop_list","IWithliveApi","WithliveGetGiftShopListWithHttpInfo","WithliveGetGiftShopListRequest","WithliveGetGiftShopListResponse","","","",""
"/v1/withlive/get_list","IWithliveApi","WithliveGetListWithHttpInfo","","WithliveGetListResponse","","","",""
"/v1/withlive/gift","IWithliveApi","WithliveGiftWithHttpInfo","WithliveGiftRequest","WithliveGiftResponse","","","",""
"/v1/withlive/gift_pt_rankings","IWithliveApi","WithliveGiftPtRankingsWithHttpInfo","string liveId","WithliveGiftPtRankingsResponse","","","",""
"/v1/withlive/live_info","IWithliveApi","WithliveLiveInfoWithHttpInfo","string liveId, string offsetTimelineId","WithliveLiveInfoResponse","","","",""
"/v1/withlive/live_subinfo","IWithliveApi","WithliveLiveSubinfoWithHttpInfo","string liveId","WithliveLiveSubinfoResponse","","","",""
"/v1/withlive/message_card","IWithliveApi","WithliveMessageCardWithHttpInfo","WithliveMessageCardRequest","WithliveMessageCardResponse","","","",""
"/v1/withlive/prize","IWithliveApi","WithlivePrizeWithHttpInfo","string liveId, string presentBoxId","WithlivePrizeResponse","","","",""
"/v1/withlive/result_ranking","IWithliveApi","WithliveResultRankingWithHttpInfo","WithliveResultRankingRequest","WithliveResultRankingResponse","","","",""
"/v1/withlive/set_star","IWithliveApi","WithliveSetStarWithHttpInfo","WithliveSetStarRequest","WithliveSetStarResponse","","","",""
